,id,creation_date,text,score
164,69664263,2016-12-19 22:58:32.477000+00:00,Also aliased with the better-named `req.header(headerName)`.,189
165,101461415,2019-08-14 13:36:51.290000+00:00,"I am kind of sick of the constant ""depreciation"" cycle by Google.",188
166,50602054,2015-07-09 00:53:51.800000+00:00,"`there's no obvious gain in changing it to 99 or 119 or whatever your preferred line length is`

This is just so wrong in so many ways. Wrap a line at 40 characters and tell me how readable it is. Obviously less wrapping = more readability so long as you have the screen space, which in 2015, you do. Wrapping impacts readability. Readability impacts maintainability. Maintainability impacts quality. And quality is impacted if you're wrapping at 80 chars. Full stop.",188
167,57100357,2016-01-08 12:59:46.193000+00:00,"Automatically generated docs seem like a very bad idea to me. They don't add any useful information but only blow up the code unnecessarily. If a tool can understand what a method does from its name, than a person can also understand and no doc is needed.",187
168,63192751,2016-06-16 19:38:04.200000+00:00,Also: `<input className={\`class1 ${class2}\`}>`,187
169,55901920,2015-12-03 19:19:45.470000+00:00,I think exceptions need to be properly documented.,187
170,68210448,2016-11-08 09:30:57.737000+00:00,@RishikeshRaje: So? `%` is not `&` either.,187
171,46160331,2015-03-09 23:04:59.387000+00:00,Number(x).toLocaleString(),186
172,48284596,2015-05-06 19:22:29.573000+00:00,"Tip: you can also add the element `<appendAssemblyId>false</appendAssemblyId>` into the `configuration` to avoid the annoying ""-jar-with-dependencies"" suffix in the name",186
173,55472506,2015-11-22 11:14:50.943000+00:00,"Took me years to realise it was ""A to B"". I'd been pronouncing them ""a-tob"" and ""b-toa"" all that time.",186
174,77700753,2017-07-28 09:43:42.047000+00:00,Adding an overlooked reason not to access value like this: d[key] inside the for loop causes the key to be hashed again (to get the value). When the dictionary is large this extra hash will add to the overall time. This is discussed in Raymond Hettinger's tech talk https://www.youtube.com/watch?v=anrOzOapJ2E,185
175,61135650,2016-04-21 20:20:21.267000+00:00,"If you get the tattoo on your face, don't forget to reverse it so it reads correctly in the mirror. Otherwise you'll see 746,384,741,2 which is wrong and would be embarrassing.",184
176,48615249,2015-05-15 10:58:32.193000+00:00,"Heads up: ""set NODE_ENV=production && "" adds a trailing space to the variable. I needed ""set NODE_ENV=production&& "" to avoid the additional space which breaks node apps like Ghost.",184
177,65966044,2016-09-04 12:40:40.043000+00:00,As a side note: don't use `bgcolor`. Use CSS `background`.,183
178,48725303,2015-05-19 00:35:51.013000+00:00,"To clarify, the ""app icons"" in the quoted section are referring to launcher icons, not necessarily other icons.",183
179,60989777,2016-04-18 17:57:04.180000+00:00,2020 - the year of the cookiepocalypse,182
180,44066968,2015-01-07 23:27:27.357000+00:00,"The standard Python function naming convention is really annoying - almost every time I re-look this up, I mistake it as being `splittext`. If they would just do anything to signify the break between parts of this name, it'd be much easier to recognize that it's `splitExt` or `split_ext`. Surely I can't be the only person who has made this mistake?",182
181,91804329,2018-09-20 17:33:39.963000+00:00,"You are not fixing the issue, you are just hiding them.",182
182,60491474,2016-04-05 22:42:10.697000+00:00,"Stupid Chrome, `{a:1}),({b:2}` should throw an error, not produce an object.",182
183,52094704,2015-08-19 15:46:42.113000+00:00,It's impossible not to love this language :),182
184,62392637,2016-05-25 18:42:36.753000+00:00,RecyclerView size changes every time you add something no matter what. What setHasFixedSize does is that it makes sure (by user input) that this change of size of RecyclerView is constant. The height (or width) of the item won't change. Every item added or removed will be the same. If you dont set this it will check if the size of the item has changed and thats expensive. Just clarifying because this answer is confusing.,182
185,49415082,2015-06-05 22:22:02.300000+00:00,There's also `set smartcase` which will automatically switch to a case-sensitive search if you use any capital letters.,181
186,54525382,2015-10-27 10:23:25.723000+00:00,"Note that this won't persist the identity on restarts. You can use the `-K` option to store the passphrase in your keychain when adding it, e.g. `ssh-add -K ~/.ssh/id_rsa`",181
187,62184743,2016-05-19 20:24:12.860000+00:00,"Much, much better to use `response.json()`, as it'll do a *better job* of figuring out the encoding used. (Disclaimer, I wrote some of that code).",180
188,85643238,2018-03-16 12:47:50.363000+00:00,What if module doesn't have @types package?,180
189,69126954,2016-12-04 12:58:36.400000+00:00,WTF?! lost an hour for a stupid thing like this. Why do they put in documentation `userAdminAnyDatabase` instead of `root`?,179
190,112500806,2020-08-27 16:23:40.610000+00:00,@javadba: Because sensible people wouldn't think of doing such a thing?,179
191,54598418,2015-10-28 23:38:56.930000+00:00,"@tvlooy IMO your answer isn't exactly OK as-is either, because it fails when there is a space in the path. In contrast to a newline character, this isn't unlikely or even uncommon. `dirname ""$(readlink -f ""$0"")""` doesn't add complexity and is fair measure more robust for the minimal amount of trouble.",178
192,64893202,2016-08-04 07:07:57.517000+00:00,"pm2 start npm --name ""Your APP Name"" -- start",178
193,45703094,2015-02-24 21:40:24.380000+00:00,@matsko isn't that just an argument against using ==?,178
194,44959941,2015-02-03 16:54:34.223000+00:00,Very important addendum: A class can inherit from multiple traits but only one abstract class. I think this should be the first question a developer asks when considering which to use in almost all cases.,177
195,66180090,2016-09-10 16:44:31.330000+00:00,this is a very reasonable question. pseudo web-devs like me stumble over all the packages that are implemented in a weekly fashion..,177
196,59952384,2016-03-22 14:46:56.703000+00:00,"I'd recommend using the full name options in a Dockerfile, like in a script, instead of the short ones (more to be used when used interactively IMO).

`useradd --create-home --shell /bin/bash` is more understandable/readable for coworkers.",177
197,86510430,2018-04-10 07:41:11.127000+00:00,"In general, this answer is not enough to sticky to work, parent also should not have overflow property.",176
198,46054665,2015-03-06 11:15:18.310000+00:00,"This thread has become so popular that I've just heard someone referring to a heap dump as a ""cheap.bin""",176
199,50788759,2015-07-14 13:11:01+00:00,"I don't think there's a good reason to initialize a string array here to create this object. Anyone who's looking, please use one of the other answers.",176
200,51900202,2015-08-13 20:58:40.747000+00:00,"@TerminalDilettante `json.dump` writes to a file or file-like object, whereas `json.dumps` returns a string.",176
201,45877218,2015-03-02 02:17:05.180000+00:00,"This answer is completely undeserving of so many upvotes. A dictionary has no implicit order, so using `.ElementAt` in this context might lead to subtle bugs. Far more serious is Arturo's point above. You'll be iterating the dictionary `dictionary.Count + 1` times leading to O(n^2) complexity for an operation that should only be O(n). If you really need an index (if you do, you're probably using the wrong collection type in the first place), you should iterate `dictionary.Select( (kvp, idx) => new {Index = idx, kvp.Key, kvp.Value})` instead and not use `.ElementAt` inside the loop.",176
202,61094632,2016-04-21 00:19:38.597000+00:00,Typing `<` is two times faster than typing `<=`.,175
203,54085270,2015-10-14 22:42:57.400000+00:00,`pip install image` from Zhiming's answer worked for me.,175
204,65516132,2016-08-22 16:07:22.533000+00:00,"How do you deal with this sort of problem? I'm not an npm expert so when I read ""x requires a peer of y but none was found"", I ask myself, ""which peer?"" and ""how can i just make everything work again?"" Is there a process? Do you dig into the code of x and y until you find out what's missing? Once you find out what's missing, what do you do next? Thanks!",175
205,92834422,2018-10-24 08:06:09.377000+00:00,"I'm going to go out on a limb and disagree with this choice.  The language designers have basically said, ""We need function overloading to design the language we want, so make, range and so on are essentially overloaded, but if you want function overloading to design the API you want, well, that's tough.""  The fact that some programmers misuse a language feature is not an argument for getting rid of the feature.",175
206,46642776,2015-03-23 17:41:56.380000+00:00,"Please don't break developer tools because of some users' stupidity. ""Solutions"" like this make me burn with rage of a million suns.",174
207,50944538,2015-07-18 10:44:45.740000+00:00,"-1 for the unprofessional and rambling (and mildly rude) tone, and for the fact that the actual non-redundant *content* of this answer, stripped of the rambling and condescension, basically boils down to ""They often use Chebyshev polynomials; see this book for more details, it's really good!"" Which, you know, might well be absolutely correct, but it's not really the kind of self-contained *answer* we want here on SO. Condensed down like that, it would've made a decent comment on the question, though.",174
208,43813746,2014-12-30 06:12:55.347000+00:00,You shouldn't *turn off* CORS because you don't know what its for. This is a terrible answer.,174
209,73475796,2017-04-04 08:29:34.720000+00:00,The optimization will kill all that out... it doesn't matter...,174
210,42096314,2014-11-05 12:29:56.897000+00:00,"**""provided the implementation doesn't change""** - and there's the problem. This is a disastrous way to implement a warning-free ""if (false)"" because the implementation can and does change. See my answer to this question: as of API21 `isUserAGoat()` returns true if a user has a specific app installed. Good luck diagnosing that when your code suddenly starts behaving oddly on ""random"" devices!",174
211,50954054,2015-07-18 20:28:02.367000+00:00,Need to fire that guy who oversees android studio @google. My PC literally crwals right now. My mouse pointer jumps. Its extremely frustrating to use android studio. It used to be better before,174
212,48375588,2015-05-08 21:04:31.583000+00:00,"You will need to use -M to rename if you are only changing capitalization, as git will tell you that branch already exists.",173
213,43458658,2014-12-16 21:24:53.330000+00:00,"I like this quote from [MSDN](http://msdn.microsoft.com/en-us/library/9kewt1b3.aspx): ""...the procedure defines a parameter, and the calling code passes an argument to that parameter. You can think of the ***p**arameter* as a ***p**arking space* and the ***a**rgument* as an ***a**utomobile*.""",173
214,42374014,2014-11-13 15:20:31.447000+00:00,Mini Venn diagram: `( URIs ( URLs ) )`,173
215,42215138,2014-11-08 22:54:53.757000+00:00,"`git push heroku yourlocalbranch:master` if you want to push your local, non master branch to heroku master",173
216,86410219,2018-04-06 17:56:54.033000+00:00,"That is an odd, odd decision to make default. I expect my unix-y cli tools to behave like dumb simple programs that you can chain if you want to, but I guess that discussion is for another site.",171
217,50013755,2015-06-23 00:48:02.237000+00:00,"""Have plans"" would be giving it too much credit.  Perhaps ""have ambition"" is closer....",171
218,68225246,2016-11-08 15:30:48.900000+00:00,"How are they different? When would I use one vs the other? 
Can I still use it the package in production if it is under --save-dev?",171
219,69256321,2016-12-07 18:20:19.600000+00:00,and returns a List<> instead of Iterable<> in findAll() :-),171
220,81825651,2017-11-22 13:19:51.537000+00:00,Such annoying lacking of basic functionality makes me regret that I've picked Google Firebase as BaaS,171
221,41928712,2014-10-30 21:17:58.450000+00:00,+1 for still updating your answer a few months later,171
222,45012544,2015-02-04 22:32:28.243000+00:00,"Warning, there is no security in this method. Your password is stored as plaintext.",171
223,60828919,2016-04-14 07:20:08.627000+00:00,"On windows, the first option just flips my screen. :-/",170
224,64484143,2016-07-23 20:35:06.587000+00:00,"Downgraded because this doesn't answer the question. He asked about the container, not the viewport. Completely different use case.",170
225,45946660,2015-03-03 17:59:49.820000+00:00,"As a side note, even after Java 8, the JDK still can't compete in a brevity contest. The Guava alternative looks so much readable: `Maps.uniqueIndex(choices, Choice::getName)`.",170
226,41877927,2014-10-29 16:05:22.597000+00:00,"@vecvan number of questions before reading man bash: 1 ...
number of questions after reading man bash: 12,031",170
227,51524449,2015-08-03 23:46:11+00:00,"I don't understand, how is this a fix? What if I want a smaller/larger font size?",170
228,81286544,2017-11-07 22:14:55.977000+00:00,Doesn't answer the question though.,170
229,48814283,2015-05-20 22:17:43.463000+00:00,"If it helps anyone, the way you remember this is that ""i"" is for ""insert"", ""esc"" is the exit the insertion, and "":wq"" is just ""write"" and ""quit"".",169
230,54484873,2015-10-26 11:31:09.560000+00:00,"This won't work in Chrome (possiblity other browsers) you will get ""Cross origin requests are only supported for protocol schemes: http, data, chrome, chrome-extension, https, chrome-extension-resource.""",168
231,46767854,2015-03-26 17:32:51.757000+00:00,"With C++11 `std::unique_ptr<Bar, decltype(&destroy)> ptr_;`",168
232,49839660,2015-06-17 19:12:43.533000+00:00,How is it offtopic? I consider both gist and github *software tools commonly used by programmers*. This question fits in perfectly.,168
233,57178695,2016-01-11 07:50:55.297000+00:00,"this is NOT best solution, Best is pop function. Not this.",167
234,64290480,2016-07-18 17:15:44.133000+00:00,`new Date(Date.now()).toLocaleString();`,167
235,46031512,2015-03-05 18:35:37.660000+00:00,Just in case: Please don't start using `in` everywhere instead of `==`. It's a premature optimization that harms readability.,167
236,41761694,2014-10-26 09:52:49.627000+00:00,Why the android studio is so critical and confusing,167
237,58586022,2016-02-16 22:08:01.987000+00:00,"well, technically speaking, everything is ""one line"" if formatted like that, but that does not make it actual ""one line""",167
238,85751313,2018-03-20 01:45:28.990000+00:00,"You know what git needs? `git undo`, that's it. Then the reputation git has for handling mistakes made by us mere mortals disappears. Implement by pushing the current state on a git stack before executing any `git` command. It would affect performance, so it would be best to add a config flag as to whether to enable it.",166
239,67566594,2016-10-20 08:01:25.047000+00:00,"these are 1, 2 and 3 in hindi",166
240,74420978,2017-04-28 19:19:59.557000+00:00,`shutil` is part of the standard python library. This should be the top answer,166
241,58212718,2016-02-07 04:08:54.977000+00:00,"Instead of explaining late binding through the example of an intermediary function ""func"", here is a more straightforward demonstration --

    __Animal *animal = new Animal;__  
    __//Cat *cat = new Cat;__  
    __Animal *cat = new Cat;__    

    __animal->eat();__  // outputs: ""I'm eating generic food.""  
    __cat->eat();__  // outputs: ""I'm eating generic food.""  

Even though you're assigning the subclassed object (Cat), the method being invoked is based on the pointer type (Animal) not the type of object it is point to. This is why you need ""virtual"".",166
242,87604872,2018-05-11 14:12:37.400000+00:00,@VictorDombrovsky A stopped container is a cake in the freezer.,166
243,74033374,2017-04-19 07:31:10.743000+00:00,So what we found is a dev who sacrificed a lot of clarity for a little brevity and here we are.,165
244,57475669,2016-01-19 03:59:13.330000+00:00,Awesome answer - reducing the hash size to see how it actually behaves is a great idea.,165
245,49312823,2015-06-03 14:46:35.033000+00:00,"Or directly `['mousemove', 'touchmove'].forEach(...)`",165
246,52782658,2015-09-08 14:23:51.823000+00:00,An updated image with `git clone` and `git merge` would be very helpful!,165
247,64726919,2016-07-30 11:28:13.283000+00:00,repr(e) gives you the exception(and the message string); str(e) only gives the message string.,164
248,84785677,2018-02-20 16:48:19.633000+00:00,"While it doesn't satisfy the question, it rounds it out, and that is the purpose of this website. Appreciate the comment and you are right, but when people search for this, it's helpful to see this.",164
249,46304443,2015-03-13 12:07:11.410000+00:00,`Task.WhenAll()` allows to run the task in **parallel** mode. I can't understand why @Servy has suggested to remove it. Without the `WhenAll` they will be run one by one,164
250,48531847,2015-05-13 11:49:25.667000+00:00,"Legend has it, its still rebuilding the Index.",164
251,58180334,2016-02-05 20:22:55.013000+00:00,2147483647 without commas.,164
252,73726593,2017-04-10 19:14:08.793000+00:00,This is very helpful! So why are there 8 tangled things instead of 1? (“There should be one – and preferably only one – obvious way to do it.” -- The Zen of Python),164
253,41900025,2014-10-30 07:51:58.257000+00:00,So basically everything I conventionally learned about big-O is out of the window?  Better to incur a sorting cost than a branching cost?,163
254,52455284,2015-08-29 17:37:29.263000+00:00,"Let it be known: **THIS IS A WORKAROUND!** Anytime you're using HTTP over HTTPS you are opening up your user's device(s) to vulnerabilities. Sure it's unlikely in many cases but ethical programming is best practice. Just sayin' ... - also, +1 for the working (for testing purposes)",163
255,52588230,2015-09-02 15:48:48.453000+00:00,"@user20358: Because `stash drop` ("" _Remove a single stashed state from the stash list. When no <stash> is given, it removes the latest one. (...)_ "") does not answer the question ("" _How can I delete **all** of my Git stashes at once?_ "")?",163
256,86370018,2018-04-05 18:34:17.363000+00:00,This is quite possibly the lamest thing ever. Why would Express core devs make it incredibly difficult for newcomers to get on board by making them install additional middleware for the most common use cases in web development?,162
257,55878572,2015-12-03 09:51:19.900000+00:00,"Note that this is a terrible idea without brackets around those expressions. I mean it's a terrible idea *with* them, but without you're just asking for a long night of debugging.",162
258,60267520,2016-03-31 00:34:53.257000+00:00,googl-services.json is an abomination... how is managing some crazy json file easier than just plugging in an API key and sender ID? Please google stop the nonsense,162
259,92193443,2018-10-03 15:00:33.183000+00:00,"To experimentally prove this I compared the hashes of the class files of OP's source using the `-g:none` flag when compiling (which removes all debugging information, see [here](https://docs.oracle.com/javase/8/docs/technotes/tools/windows/javac.html)) and got the same hash in both scenarios.",161
260,42052990,2014-11-04 10:39:14.073000+00:00,`Set-ExecutionPolicy Restricted` seems to be the way to undo it if you want to put the permissions back to as they were: http://technet.microsoft.com/en-us/library/ee176961.aspx.  The temporary bypass method by `@Jack Edmonds` looks safer to me: `powershell -ExecutionPolicy ByPass -File script.ps1`,161
261,68985358,2016-11-30 10:17:45.637000+00:00,"If you always read documentation thoroughly before you started coding, you'd never get anything done. When you bought your new car, did you read the 200 page manual before you drove it home? No. And when there was a problem with your car, did you google it first, or did you go get the manual? This is totally reasonable, I can only imagine all of the people who found it useful but haven't clicked the upvote button! What's kind of unreasonable is that this totally-unrelated answer is the first google result for this error message, or that the docker cli is unintuitive and unforgiving. Cheers.",161
262,67183574,2016-10-10 05:36:27.047000+00:00,For me `cp /usr/local/opt/readline/lib/libreadline.dylib /usr/local/opt/readline/lib/libreadline.6.dylib` did the trick. Looks like rails 4.2.6 was looking for `libreadline.6` instead of `libreadline`. I probably should have symlinked it to be honest though. So `ln -s /usr/local/opt/readline/lib/libreadline.dylib /usr/local/opt/readline/lib/libreadline.6.dylib` is more appropriate. hope this helps others who are still stuck!,161
263,65449647,2016-08-20 03:07:01.347000+00:00,"I think it's worth noting that a `git merge master` will merge from your *local* copy of master, so even if you've done a `git pull` in your feature branch after someone else merged a different branch into master, you'll need to `git checkout master`, then `git pull`, then `git checkout feature1` again and THEN `git merge master`.",160
264,44272388,2015-01-14 07:39:53.167000+00:00,"Everything aside, don't write code like that.",159
265,67734779,2016-10-25 09:31:50.160000+00:00,Gratzner is splitting hairs.  We're quite happy to return a single value as a primitive or built-in class without encapsulating it in a class. If we were to return a tuple of a dozen elements no one would disagree it should have its own class.  Somewhere in the middle is a (fuzzy) dividing line. I think our lizard brains can cope with Pairs easily enough.,159
266,46818302,2015-03-28 00:56:08.090000+00:00,"In one particular company long ago, I knew an engineer so fed up with the absurd and growing plethora of suffix rules plaguing the company that he defiantly ended every class with `Thingy`.",158
267,44224839,2015-01-12 23:46:36.277000+00:00,did you finally find her?,157
268,76122395,2017-06-15 11:59:55.733000+00:00,"writing something like that IS unusual in most other languages. Hence the question I guess, at least that's how I ended up here. It is not that I can not write min function, it is that I can not believe it is not already there...",157
269,87658745,2018-05-13 23:15:55.997000+00:00,After install `qemu-kvm` and add my user to the group `kvm` it did not work. But it did after **restart** computer (Ubuntu 18.04).,157
270,48795490,2015-05-20 13:45:57.360000+00:00,If you are executing using gradle wrapper you can also do it like  `./gradlew -Dorg.gradle.java.home=/path_to_jdk_directory`. Good if you don't want to touch `gradle.properties`.,157
271,80493779,2017-10-16 15:40:18.357000+00:00,You have to select `Always Allow` when you finished input password,157
272,47544432,2015-04-17 16:16:33.570000+00:00,git checkout -- . is much faster,156
273,66628150,2016-09-23 14:24:02.630000+00:00,"THIS IS THE ONLY DOCUMENT ON THE ENTIRE INTERNET that says ""publicPath"" will change the url used by the file loader.",156
274,66320281,2016-09-15 00:15:43.077000+00:00,"if `--set-upstream` is deprecated, then perhaps the git devs should remove it from the help message that gets displayed when you run `git push` with no options and no upstream is set?",156
275,67098157,2016-10-06 22:09:38.930000+00:00,"-1 this is misleading. As it stands, sklearn decision trees do not handle categorical data - [see issue #5442](https://github.com/scikit-learn/scikit-learn/issues/5442). This approach of using Label Encoding converts to integers which the `DecisionTreeClassifier()` **will treat as numeric**. If your categorical data is not ordinal, this is not good - you'll end up with splits that do not make sense. Using a `OneHotEncoder` is the only current valid way, but is computationally expensive.",156
276,69734633,2016-12-21 15:58:06.400000+00:00,"After adding necessary scopes to the VM, `gsutil` may still be using cached credentials which don't have the new scopes.  Delete ~/.gsutil before trying the `gsutil` commands again.",156
277,73262831,2017-03-29 10:22:17.557000+00:00,`git remote update origin --prune` is what I was looking for thx,156
278,86166612,2018-03-30 18:24:30.110000+00:00,But this is very useful comment anyway - most people will be fine with sh - and it does not require additional 50mb of image size,156
279,81163009,2017-11-04 00:38:29.923000+00:00,"It would be MUCH better if the Firestore dev team implemented subcollection queries ASAP. After all, 'more powerful queries' is one of the major selling points according to the Firestore manual. Right now, Firestore is like a Porsche without wheels.",156
280,65469569,2016-08-21 01:20:35.067000+00:00,"""Use Boost"" is always the wrong answer when someone asks how to do a simple string operation in C++.",156
281,92536772,2018-10-15 03:32:01.280000+00:00,"Thumbs up for the answer, and thumbs down for the Microsoft. What is the point of hiding code from developers, and giving them a basic UI to use for Auth? That's so funny. Come on Microsoft, we wanna look into code, learn it, break it, fix it, and deploy it.  This is odd.",155
282,55528597,2015-11-23 22:37:42.187000+00:00,**TL;DR** - `arr.constructor === Array` is fastest.,155
283,41904388,2014-10-30 10:14:12.367000+00:00,"@AgrimPathak That depends. For not too large input, an algorithm with higher complexity is faster than an algorithm with lower complexity when the constants are smaller for the algorithm with higher complexity. Where the break-even point is can be hard to predict. Also, [compare this](http://stackoverflow.com/questions/14023988/why-is-processing-a-sorted-array-slower-than-an-unsorted-array?lq=1), locality is important. Big-O is important, but it is not the sole criterion for performance.",155
284,78284962,2017-08-13 18:37:16.567000+00:00,"Personally I've now had to resort to adding `package-lock.json` to my `.gitignore`... it was causing me far more problems than solving them.  It always conflicts when we merge or rebase, and when a merge results in a `package-lock.json` being corrupted on the CI server, it's just a pain to have to stay fixing it.",155
285,78881676,2017-08-30 13:24:17.717000+00:00,"First, check that the Build Configuration is Debug, not Release.",154
286,87967472,2018-05-22 21:52:08.157000+00:00,"Just an FYI:  Disabling this extension basically nullifies all of the nice things about JS development with VSCode.  Instead, you should just add the following into your settings json file:  `""javascript.validate.enable"": false`",154
287,47381070,2015-04-14 02:27:22.773000+00:00,"This doesnt at all answer the question, did you even read it? He's asking for how to do it without specifically having to add another class for the last element, that's the entire beauty of the :last-child selector. This shouldnt be an accepted answer.",153
288,56934327,2016-01-04 15:35:00.883000+00:00,Is there a reason why xor on two bools is preferable to `!=` on two bools?,153
289,65928321,2016-09-02 16:47:36.903000+00:00,How the heck can this be an accepted answer if it doesn't even have the word 'scrapy' in it??,153
290,55205536,2015-11-15 07:54:23.133000+00:00,"Just to add on, When invoking getResourceAsStream(name), the name must start with ""/"". I am not sure whether this is necessary, but I have problem without it.",153
291,43840877,2014-12-31 00:01:41.563000+00:00,`var strUser = e.options[e.selectedIndex].value;` why not just `var strUser = e.value ?`,153
292,43518108,2014-12-18 11:44:53.307000+00:00,"I think this is an atrocious answer which totally breaks encapsulation, and tightly couples components. The correct solution is to use parcelable as stated in one of the answers lower down. This is horrible practice!!",152
293,64391637,2016-07-21 05:39:04.043000+00:00,Cite from [wikipedia](https://en.wikipedia.org/wiki/Lint_(software)) -  _“The term was derived from the name of the **undesirable bits of fiber and fluff** found in sheep's wool.”_,152
294,104614214,2019-12-05 15:13:53.517000+00:00,"if you still have the same error after `npm uninstall -g create-react-app`, enter `which create-react-app` in your console. If it returns something like `/usr/local/bin/create-react-app`, then do a `rm -rf /usr/local/bin/create-react-app` to delete manually.",152
295,85534164,2018-03-13 20:33:38.313000+00:00,`finally` will not execute if the power cord is ripped from the wall.,152
296,55578930,2015-11-25 04:00:25.227000+00:00,Simpler: `string[0].toUpperCase() + string.substring(1)`,152
297,44394065,2015-01-17 18:10:32.620000+00:00,"Don't use `0` as an enumeration number. Unless it's used for something that has not been set. JS treats `false || undefined || null || 0 || """" || '' || NaN` all as the same value when compared using `==`.",152
298,58111400,2016-02-04 09:48:31.950000+00:00,"I disagree with this. Null is used to define something programmatically empty. Undefined is meant to say that the reference is not existing. A null value has a defined reference to ""nothing"". If you are calling a not existing property of an object, then you will get undefined. If I would make that property intentionally empty, then it must be null so you know that it's on purpose. Many javascript libraries work like this way.",152
299,57616181,2016-01-22 08:38:05.300000+00:00,@JarrodRoberson: Static factory methods are no more harmful than `new`. They are [used](https://docs.oracle.com/javase/8/docs/api/java/nio/file/Paths.html#get-java.lang.String-java.lang.String...-) all the [time](https://docs.oracle.com/javase/8/docs/api/java/time/LocalDateTime.html#of-int-int-int-int-int-) in new code. Builders for simple value objects are often the result of over-engineering.,151
300,67433107,2016-10-17 06:53:59.283000+00:00,https://hackernoon.com/how-it-feels-to-learn-javascript-in-2016-d3a717dd577f,151
301,43433567,2014-12-16 09:44:01.890000+00:00,"For anyone who finds this now, Moq 4.2 has an extension called `ReturnsAysnc`, which does exactly this.",151
302,53374302,2015-09-24 17:34:23.673000+00:00,"$('#mystring_id').text(string).css('text-transform','capitalize');",151
303,66232989,2016-09-12 17:46:21.553000+00:00,"Comments like ""it's hard to imagine why you want this"" are unhelpful and rude. For sure, starting with a green field, this request doesn't fit the intended model of containerization. But there are easily imaginable cases where you might want to send a network request from a service inside one container to a service on the host machine. Perhaps you're working on slowly, methodically migrating from a monolith running locally to microservices running in containers. This is my current challenge and googling for a solution brought me here.",150
304,46856463,2015-03-29 19:32:50.490000+00:00,"""Here's how the C standard can be verbose and not answer your question""",150
305,48796072,2015-05-20 13:57:26.513000+00:00,"I tried your command but I had: `unable to load certificate
140584440387400:error:0906D06C:PEM routines:PEM_read_bio:no start line:pem_lib.c:703:Expecting: TRUSTED CERTIFICATE`",150
306,43320953,2014-12-12 09:37:07.253000+00:00,This setting is found by selecting the project (not the target) and then the Info tab.,149
307,48171055,2015-05-04 09:55:10.963000+00:00,"I'm bored to see comments about ""do not use globals"". In some cases, globals are the unique way to work. I use it commonly to store constant values, like ""global.email = 'contact@domain.com'"", and use it across my whole project. If tomorrow I want to change it in the whole project, I only need to change it in the app.js (Node example, in this case). I don't know another way to do this in Node than using global. So please, do not categorically say ""do not use global variables"", just say ""be wise using globals"".",149
308,83524633,2018-01-15 20:55:40.777000+00:00,"This has got to be the worst thing about Docker. From my point of view, there is no such thing as a ""Docker project"". Docker is for shipping projects. Its just a tool. I don't want to have to rebuild my whole project to accomadte docker, adding .dockerignore etc. At the end of the day, who knows how long Docker will last? It would be great to have a seperation between code (i.e. angular project), and whatever means to deploy it (i.e. docker). After all, there really is no benefit to having a docker file next to everything else. Its just wiring things up in order to create an image :(",149
309,65461099,2016-08-20 15:55:40.927000+00:00,"@kdlannoy According to the page linked to in the answer, ""Compared to extended slicing, such as range(1,4)[::-1], reversed() is easier to read, runs faster, and uses substantially less memory. """,149
310,50059546,2015-06-24 02:37:38.057000+00:00,"Since you are overrunning the array then undefined behaviour occurs. Undefined behaviour means anything can happen including it appearing to work. Thus ""code should never terminate"" is not a valid expectation.",149
311,60096180,2016-03-26 07:16:20.543000+00:00,"A whole page of code to just add divider to recyclerView is the best answer. Shame on you, google.",149
312,86896299,2018-04-20 11:13:54.723000+00:00,Don't understand this answer at all,148
313,57147052,2016-01-10 00:09:38.160000+00:00,"Note the return value of .push is not the array (or a new one, like .concat), but an integer representing the array's new length.",148
314,66839180,2016-09-29 14:00:50.780000+00:00,Putting history above accessibility and ease of learning is bad design IMO. :(,148
315,50960302,2015-07-19 05:48:11.250000+00:00,"I had to manually call `.val(x).change();` to trigger the select's onChange event, it seems setting val() doesn't fire it.",148
316,85735170,2018-03-19 15:56:58.357000+00:00,"@AidanFeldman ""optionalDependencies"" is my oxymoron of the day",148
317,66314986,2016-09-14 20:02:10.823000+00:00,Is there any proposed command for a future git release that will do this?  This command looks like my cat has been on my laptop,148
318,51955697,2015-08-15 16:59:35.943000+00:00,**Just don't change it.** you made my day,148
319,62900973,2016-06-08 22:01:48.940000+00:00,"@MenoHochschild, I think you are actually the one missing the critical point. The OP got their answer over a year ago. The 36 thousand people who are viewing this question do not care about the OP's specific question. They were lead here by google and my answer provided them with what they were looking for -- a clean and simple solution for getting the difference between two dates.",147
320,63570427,2016-06-28 02:04:47.760000+00:00,"**I abhor non-answers like this.** ""Stop trying to do what you justifiably want to do!"" is _not_ an acceptable answer. Why was this accepted? As higher-rated answers to this question attest, reverse dictionary lookup is trivially implementable in less than 80 characters of pure-Python. It doesn't get any more ""straight forward"" than that. [Paul McGuire](https://stackoverflow.com/users/165216/paul-mcguire)'s [solution](https://stackoverflow.com/a/2569076/2809027) is probably the most efficient, but they _all_ work. `</sigh>`",147
321,74968131,2017-05-14 21:46:07.617000+00:00,For Tensorflow: It's a name that it is thought to imply that this Tensor is the quantity that is being mapped to probabilities by the Softmax.,147
322,48741437,2015-05-19 10:47:31.887000+00:00,"This might be something userful, but it does not seem to answer the question that was asked.",147
