id,creation_date,text,score
9784686,2011-11-03 16:12:11.080000+00:00,"Can't believe the 64 upvotes? That code obviously only works if `d` already *is* a `BitmapDrawable`, in which case it's trivial to retrieve it as a bitmap... Will crash with `ClassCastException` in all other cases.",377
17534697,2012-10-17 15:29:57.933000+00:00,"The original question asked how to remove the object with the name=""Kristian"" from the array. Your answer assumes it's the first item in the array but what if Kristin is not in the first item? Then your answer doesn't work.",376
230518,2009-01-01 20:26:06.860000+00:00,"The why is in the second paragraph: if you don't explicitly specify serialVersionUID, a value is generated automatically - but that's brittle because it's compiler implementation dependent.",375
3901803,2010-09-13 13:22:19.187000+00:00,"As the author of Colorama, thanks for the mention @nbv4. I'll try and clarify a bit: Colorama aims to let Python programs print colored terminal text on all platforms, using the same ANSI codes as described in many other answers on this page. On Windows, Colorama strips these ANSI characters from stdout and converts them into equivalent win32 calls for colored text. On other platforms, Colorama does nothing. Hence you can use ANSI codes, or modules like Termcolor, and with Colorama, they 'just work' on all platforms. Is that idea, anyhow.",374
20449899,2013-02-01 01:43:56.297000+00:00,"That's a very cryptic non-answer. The short answer seems to be: a ||= b means, if a is undefined then assign it the value of b, otherwise leave it alone. (Ok, there are nuances and special cases, but that's the basic case.)",374
6810726,2011-05-06 17:51:44.953000+00:00,the answer will not involve jQuery,374
1041536,2009-08-01 17:59:27.750000+00:00,"too global? how many different ""please wait"" messages do you want?",371
20368804,2013-01-29 20:19:57.960000+00:00,"@tiwo I for one disagree that it's not useful. Your directory hierarchy is part of your project, so it should be version controlled.",370
860803,2009-06-26 14:23:29.813000+00:00,"Useful if you don't know the API perhaps, but if you are having to test private methods in this manner there is something up with your design. As another poster says unit testing should test the class's contract: if the contract is too broad and instantiates too much of the system then the design should be addressed.",370
2992159,2010-05-30 04:14:28.430000+00:00,"Your `$.fn.exists` example is replacing a property lookup (cheap!) with two function calls, which are much more expensive—and one of those function calls recreates a jQuery object that you already have, which is just silly.",370
2880310,2010-05-15 01:01:00.813000+00:00,"A more concise answer would be 'bad language design.' Static should mean 'belongs to the class' because that's how it's used intuitively as this very question demonstrates. See ""classmethod"" in Python.",369
3570156,2010-08-07 01:20:07.273000+00:00,Stop using `new` so much.  I can't see any reason you used new anywhere you did.  You can create objects by value in C++ and it's one of the huge advantages to using the language.  You do not have to allocate everything on the heap.  Stop thinking like a Java programmer.,366
145752,2008-11-18 20:15:58.400000+00:00,"Well all primes are odd, except 2.  Just sayin.",365
15149671,2012-07-13 15:47:19.663000+00:00,"Gotta love those useful Git error messages.  Can't find the repository that I just cloned from, huh?  Liar.",364
9949984,2011-11-13 16:39:24.653000+00:00,`git submodule foreach git pull`,362
24551066,2013-06-07 21:28:27.623000+00:00,"Sorry, but anything considered ""The biggest WTF in Python"" is **most definitely a design flaw**.  This is a source of bugs for *everyone* at some point, because no one expects that behavior at first - which means it should not have been designed that way to begin with.  I don't care what hoops they had to jump through, they **should** have designed Python so that default arguments are non-static.",361
17135535,2012-10-02 15:53:03.107000+00:00,"Ran into a similar problem, and wanted to note that updating the google api console and that change being present can take some time.  Generally only a few minutes but sometimes it seems longer.",361
12781925,2012-04-03 19:20:07.883000+00:00,$('[selector]')[0].outerHTML,361
3284563,2010-07-06 17:45:38.783000+00:00,"Enumerable.Range has to generate the enumerable of integers first, and then loop over each item to find it.  That's a terrible idea and performance compared to checking a value is drastically different.
I think we should adopt a moto, just because LINQ Extensions are cool, doesn't mean they should be used for everything.",361
1921645,2010-01-04 21:39:08.593000+00:00,"These let you use the ""WTF operator"":
    (foo() != ERROR)??!??! cerr << ""Error occurred"" << endl;",360
24003885,2013-05-21 22:37:19.027000+00:00,"If you do that, you'll lose any previous typeface. To keep the previous one, do something like
    textView.setTypeface(textView.getTypeface(), Typeface.BOLD_ITALIC);",360
9929453,2011-11-11 20:03:14.480000+00:00,"The part of the question that says ""I don't want to force my clients to install Python and modules.""  It doesn't say the clients can't do it, it says the developer doesn't want to require them to do it.  There's no point in debating the point here, because the clients are not reading SO to speak for themselves.  I wouldn't want to install a Flash development environment just to watch youtube, or a C development environment just to play Sudoku, or a Python development environment to run a version of Angry Birds written in Python.  That's what redistributable runtimes are for.",360
10354379,2011-12-05 16:03:52.580000+00:00,"this works great! except there is a delay when it starts, because it starts for max-height which initially is very high..hmm, i think this is somewhat annoying",360
39265281,2014-08-08 19:46:55.580000+00:00,`> 0` is more readable IMHO. And there's no performance difference between the two.,357
14584240,2012-06-20 21:48:06.833000+00:00,"@JPReddy Your answer is correct. However, I would expect that 401 to be named ""Unauthenticated"" and 403 to be named ""Unauthorized"". It is very confusing that 401, which has to do with Authentication, has the format accompanying text ""Unauthorized""....Unless I am not good in English (which is quite a possibility).",356
12310004,2012-03-13 16:34:17.717000+00:00,Note: The above is converting DIPs to Pixels. The original question asked how to convert pixels to Dips!,355
6295622,2011-04-04 13:48:15.063000+00:00,"I guess, this is owned to a time when there were no annotations in Java.",354
5293872,2011-01-24 09:52:21.413000+00:00,"I think the answers on stackoverflow are not only interesting to the original poster, but also to a big community of other people lurking or coming from searches. And I've been one of them and I had benefit from old posts. I think I could contribute to the other answers adding some code examples.
About your question: if you leave out the new, it doesn't work. when I call myCustomer.sayMyName() it returns ""myCustomer.sayMyName is not a function"". The easiest way is experiment with firebug and see what happens.",353
11333902,2012-01-27 15:56:46.777000+00:00,"In javascript, every object has a bunch of built-in key-value pairs that have meta-information.  When you loop through all the key-value pairs for an object you're looping through them too.  hasOwnPropery() filters these out.",353
21295673,2013-02-28 07:49:20.180000+00:00,"I love this explanation, truly. For those who read it and don't follow, the analogy is this: the princess() function is a complex scope containing private data. Outside the function, the private data can't be seen or accessed. The princess keeps the unicorns, dragons, adventures etc. in her imagination (private data) and the grown-ups can't see them for themselves. BUT the princess's imagination is captured in the closure for the `story()` function, which is the only interface the `littleGirl` instance exposes into the world of magic.",352
27483579,2013-09-06 16:48:54.320000+00:00,"Why not spawn a child and `waitpid` so that, as the parent, you're not even sorting any socks yourself?",350
25134054,2013-06-26 17:55:07.277000+00:00,Is it possible to change a single column header name?,348
27558401,2013-09-09 18:47:45.897000+00:00,"This isn't the answer to the question. This is an answer to a different question, that happens to work for this particular situation. It's as if someone asked ""how do I make a left turn"" and the top-voted answer was ""take the next three right turns."" It works for certain intersections, but it doesn't give the needed answer. Ironically, the answer *is* in `re`, just not `findall`. The answer below giving `re.split()` is superior.",348
33804028,2014-03-07 17:29:24.370000+00:00,"@nonsensickle That would look for a variable named `fooworld`. Disambiguating that is done with braces, as in `foo=""${foo}world""`...",348
32269807,2014-01-28 00:02:30.800000+00:00,"@Dominik: Nope, `&` is only interpreted to mean ""file descriptor"" in the context of redirections.  Writing `command &2>&` is parsed as `command &` and `2>&1`, i.e. ""run `command` in the background, then run the command `2` and redirect its stdout into its stdout"".",347
26354619,2013-08-02 14:55:22.523000+00:00,__NO__ - what if the parser is streaming? What if the parser reads it into a dictionary where key ordering is undefined? __kill this with fire__.,347
651729,2009-05-09 14:39:44.450000+00:00,"""functionPtr = &addInt;"" can also be written (and often is) as ""
functionPtr = addInt;"" which is also valid since the standard says that a function name in this context is converted to the address of the function.",346
21388435,2013-03-03 05:31:25.707000+00:00,"It works, as others have said, because random isn't. To me, a more interesting question would be did the person that wrote that, brute force it, or is there an easy way to predict what random would generate for the next N values for a given seed.  Brute forcing is easy and with modern hardware shouldn't take too long, so that was ceertain a viable way of doing it.  Given that it is static, you could even easily distribute the search across a network.",345
229815,2009-01-01 07:27:10.877000+00:00,"So, what you are saying essentially is that if a user did not understand all the above material, said user aught not bother worrying about serialization? I believe you answered the ""how?"" rather than explaining the ""why?"". I, for one, do not understand why I aught bother with SerializableVersionUID.",345
18027176,2012-11-05 14:00:18.153000+00:00,"Just in case, make a backup first: `git tag BACKUP`. You can return to   it if something goes wrong: `git reset --hard BACKUP`",345
11118054,2012-01-17 09:20:26.803000+00:00,"If the bad guys have access to the RAM of your machine, you have bigger issues than them stealing your password.",344
11383172,2012-01-30 18:45:04.277000+00:00,"@stevendesu: try this for 'a-very-very-long-word' or even better half a sentence. Have fun typing. BTW, it is nearly unreadable. Don't know about the performance impact.",344
9782995,2011-11-03 14:54:22.143000+00:00,"Quote from the book Professional JS For Web Developers (Wrox): ""You may wonder why the typeof operator returns 'object' for a value that is null. This was actually an error in the original JavaScript implementation that was then copied in ECMAScript. Today, it is rationalized that null is considered a placeholder for an object, even though, technically, it is a primitive value.""",344
3118914,2010-06-15 17:35:56.727000+00:00,"Hey, dont bash him, I ended up here from a google search lol.",344
4071319,2010-09-30 19:11:54.197000+00:00,"400 => _""The request could not be understood by the server due to malformed syntax""_. And the server understands perfectly, but is unable to comply due to a conflict. There is nothing wrong with the request & syntax, only a data problem. A 400 would instantly make me believe the whole mechanism I'm using is flawed, instead of just the data.",342
1583960,2009-11-10 12:13:21.780000+00:00,"""A ""git pull"" is what you would do to bring your repository up to date"" <- isn't the repository update already done by fetch? don't you mean it brings your local branches up-to-date with the remote branches?
To the merge: It merges the remote branches with your local copies of those branches, or what exactly does it merge here?",341
7278009,2011-06-05 12:49:06.833000+00:00,"For more readable output try JSON.stringify(obj, null, 4). This'll write it out as neatly indented text",341
9061455,2011-09-20 13:56:48.067000+00:00,"Note that ""disabled"" checkbox doesn't send value via POST data.",341
1084808,2009-08-10 23:50:12.670000+00:00,Don't be afraid to use a `goto` if that is the best option.,341
11403216,2012-01-31 15:43:28.090000+00:00,"Keep in mind that if the column is nullable, then null will be the value used for existing rows.",340
22712121,2013-04-11 03:58:38.243000+00:00,Replacing the `--name-only` option with `--name-status` will give more clear summary.,340
1048561,2009-08-03 17:16:29.380000+00:00,"An excellent way to pick the previous state, instead of using git-reflog and copying hashes, is to use a shortcut like `master@{1}`, which is the previous position of `master`, `master@{""5 minutes ago""}`, or `master@{14:30}`. Full details on specifying revisions in this way can be found in `man git-rev-parse`, in the section called ""specifying revisions"".",339
19793345,2013-01-10 15:19:59.217000+00:00,"@KevinSchroeder: In javascript parlance, `[]` is called an **array**, `{}` is called an **object**.",339
15893279,2012-08-13 11:04:32.043000+00:00,"A few good examples here.  I would add, however, that ""static"" is often valuable when you know something is not going to change across instances.  If this is the case, I would really consider the ""Single Responsability Principle"", which implies a class should have one responsability and thus only one reason to change.  I feel one should consider moving the ""ConvertMpgToKpl(double mpg)"" function, and similar methods, to their own class. The purpose of a car object is to allow instantiation of cars, not provide a comparison between them.  Those should be external to the class.",339
763314,2009-06-05 09:42:21.087000+00:00,"BTW. If you are on filesystem like FAT that does not support symbolic links, and your repository uses them, you can set `core.symlinks` configuration variable to false, and symlinks would be checked out as small plain text files that contain the link text.",338
614485,2009-04-29 21:26:28.743000+00:00,"I think that we may have a syntactical mistake here, shouldn't that be ""from **\_\_past\_\_** import braces""?",335
1664857,2009-11-22 14:35:14.857000+00:00,"I disagree with you. Since comments are allowed only 600 chars, I have written a Blog Post to comment on this, please see the link below.
http://jorudolph.wordpress.com/2009/11/22/singleton-considerations/",335
3999923,2010-09-23 11:13:47.597000+00:00,"Would this work as well? `DELETE FROM MyTable WHERE RowId NOT IN (SELECT MIN(RowId) FROM MyTable GROUP BY Col1, Col2, Col3);`",335
3736326,2010-08-25 09:04:35.520000+00:00,"This answer is overly simplistic. As pointed in other answers, `self` is used with the scope resolution operator `::` to refer to the current class; this can be done both in static and non-static contexts. Additionally, it's perfectly legal to use `$this` to call static methods (but not to reference fields).",335
209120,2008-12-19 17:06:42.963000+00:00,I wonder if it isn't more like  *((5 * sizeof(a)) + a).  Great explaination though.,333
2458006,2010-03-18 07:08:39.073000+00:00,"Also note that the dict.copy() is shallow, if there is a nested list/etc in there changes will be applied to both. IIRC. Deepcopy will avoid that.",333
4518883,2010-11-15 07:56:29.410000+00:00,"Probably good to get in the habit of putting `$foo` inside the double quotes, for the times when it really does matter.",332
22222004,2013-03-27 12:13:23.227000+00:00,"This will not work if the iframe contains content from another domain because of the [Same Origin Policy](http://en.wikipedia.org/wiki/Same_origin_policy), there is another Question on SO with some cross domain solutions  http://stackoverflow.com/questions/5589756/is-there-a-cross-domain-iframe-height-auto-resizer-that-works",332
5086162,2011-01-07 10:26:49.743000+00:00,Nominated for the stupidest interview question ever. And there’s a stiff competition.,331
11076738,2012-01-14 19:58:49.940000+00:00,"Note: it's works only after onCreateView(). So, you can't use this in onCreate()",330
665456,2009-05-13 12:41:15.987000+00:00,Congratulations on being pretty much the only person here who actually shows that it is possible (although not recommended).,330
5162933,2011-01-13 16:41:16.070000+00:00,Stackoverflow is the only usable MS documentation!,326
25546223,2013-07-09 23:55:36.437000+00:00,400 is too low as that makes it non-writable by your own user. 600 is actually recommended as it allows owner read-write not just read.,325
5182050,2011-01-14 22:25:55.950000+00:00,You can parse it as ASCII until you reach it. The HTML5 parsing algorithm takes this into account.,325
1319272,2009-09-24 05:50:52.980000+00:00,Greetings from Bobby Tables.,325
22745146,2013-04-11 21:43:04.930000+00:00,"I have a ""Sock"" drawer at home, not a ""Socks"" drawer. If it were a database, I'd call it the ""Sock"" table.",325
1398846,2009-10-09 07:09:26.707000+00:00,jorney's `array.inject(:+)` is more efficient.,324
4595700,2010-11-22 08:21:24.167000+00:00,"I think there is another reason for using Any() most of the time. It signals the precise intent of the developer. If you are not interested in knowing the number of items, but only if there are some, then somecollection.Any() is simpler and clearer than somecollection.Count > 0",323
22305809,2013-03-29 15:46:59.240000+00:00,"@Nilzor `chmod 644 {} \;` specifies the command that will be executed by `find` for each file. `{}` is replaced by the file path, and the semicolon denotes the end of the command (escaped, otherwise it would be interpreted by the shell instead of `find`).",322
7418942,2011-06-14 09:08:24.260000+00:00,"No, it isn't as cheap! How can you say that? Suppose you have a buffer with capacity of 1000 chars. Then you dispose of it (work for GC) and create a new one (work for allocator). It's a lot faster just to set the text length to zero (virtually no work for CPU) and reuse the same buffer.",322
37529107,2014-06-18 14:07:14.347000+00:00,"you can also use `df.dropna(subset = ['column_name'])`. Hope that saves at least one person the extra 5 seconds of 'what am I doing wrong'. Great answer, +1",321
16448998,2012-09-04 16:19:11.420000+00:00,"this is ridiculous! so many different ways to do the same thing. let's make a new standard for user selects. we will call it `standard-user-select`. then we won't have these problems. although for backwards compatibility we should include the others as well. so now the code becomes `-webkit-touch-callout: none;
-webkit-user-select: none;
-khtml-user-select: none;
-moz-user-select: none;
-ms-user-select: none;
user-select: none; standard-user-select: none;`. ah, much better.",321
5050757,2011-01-04 19:16:34.840000+00:00,"@PP, that's quite lengthy to explain, but basically, `j` is initially `1` because it's actually `argc`, which is `1` if the program is called without arguments. Then, `j/1000` is `0` until `j` becomes `1000`, after which it's `1`. `(exit - main)` is, of course, the difference between the addresses of `exit()` and `main()`. That means `(main + (exit - main)*(j/1000))` is `main()` until `j` becomes `1000`, after which it becomes `exit()`. The end result is that `main()` is called when the program starts, then calls itself recursively 999 times while incrementing `j`, then calls `exit()`. Whew :)",321
29437486,2013-11-05 23:21:25.737000+00:00,I Googled it. This is where Google led me.,321
30752706,2013-12-13 08:03:55.643000+00:00,Apache Camel homepage refers to this thread... They didn't manage to provide a short functional explanation of their own product.,321
33300222,2014-02-23 22:38:42.627000+00:00,"Brilliant deduction. But we should generalize from this lesson, and always measure performance with output either eliminated, directed to /dev/null (NUL on Windows) or at least to a file. Displaying on any sort of Console is generally very expensive IO, and always distorts timings -- even if not as dramatically confusingly as this.",321
36270896,2014-05-13 05:40:18.867000+00:00,"Just as there are many kids that will never end up as professional athletes, many custom headers will never end up as standards.  I'm inclined to keep the ""X-"" on those.",321
440171,2009-03-09 19:14:33.947000+00:00,pop() returns the element you want to remove. del just deletes is.,320
38333391,2014-07-12 18:00:58.763000+00:00,"Actually it's not trivial, because you have to write one for each type that you use, and because there's no overloading, you have to name each function differently, like in C. append() can work generically because it has special runtime support. A generic contains would be useful for the same reason, but really the generic solution is just generics support in the language.",319
6476737,2011-04-15 08:12:38.530000+00:00,In Xcode 4 you can simply double click the target name and change it directly in the target list.,317
87292,2008-10-20 06:33:42.707000+00:00,"The answer should make it more clear that this a Java-specific answer. There is no >>> operator in C/C++ or C#, and whether or not >> propagates the sign is implementation defined in C/C++ (a major potential gotcha)",317
4391168,2010-11-03 01:41:39.977000+00:00,"In Win7 or Vista defaul option 'telnet' is not recognized as an internal or external command,operable program or batch file. To solve this, just enable it : Click Start, Control Panel, Programs, and then Turn Windows Features on or off. In the list, scroll down and select Telnet Client and click OK",316
104484,2008-10-27 21:44:16.573000+00:00,"Has anyone ever noticed that the statement, ""Only a Sith deals in absolutes,"" is an absolute?
Sorry.  Couldn't help it.",316
10124791,2011-11-22 18:58:32.480000+00:00,You can get Eclipse to generate the two methods for you: Source > Generate hashCode() and equals().,315
1446735,2009-10-18 08:54:59.830000+00:00,Note that this algorithm is O(n^2).,315
4201351,2010-10-14 18:54:44.900000+00:00,EAFP seems ... insane. HasAttr telegraphs to future maintance programmers that you are checking for a particular attribute. Getting an exception tells future programmers nothing and could lead someone down the rabbit hole.,314
19452678,2012-12-28 15:23:07.700000+00:00,Why is this not built in by default? :-(,313
87481,2008-10-20 09:57:09.803000+00:00,"That problem doesn't stop it from generating a copy ctor, where it's quite harmful.",313
30807688,2013-12-15 05:50:17.833000+00:00,"I realize this answer doesn't address the original question, but it answers the question I had when I found this on Google...",312
3930550,2010-09-16 01:30:15.647000+00:00,The problem with most of these answers is the terminology used.  What's a container?  Inversion?  Dependency?  Explain it in layman terms without the big words.,311
14493199,2012-06-17 16:01:26.523000+00:00,"Thanks, this worked great, while I was doing this I also found a way of getting the index without needing to loop through the adapter. I used the following ``mySpinner.setSelection(arrayAdapter.getPosition(""Category 2""));``",310
16207296,2012-08-25 10:23:06.800000+00:00,Note that `change` will only fire when the input element has lost focus. There is also the `input` event which fires whenever the textbox updates without it needing to lose focus. Unlike key events it also works for pasting/dragging text.,310
882786,2009-07-01 17:14:02.537000+00:00,This will not only delete the contents but the folder itself as well. I don't think it is what the question asks.,310
21579421,2013-03-08 10:51:18.167000+00:00,"`git clean -f` works only in the directory where it's called (and subdirectories). If you want to clean the whole working copy, you should call it in its root directory.",310
14174896,2012-06-04 06:57:15.383000+00:00,Why can't just pass the object without all this? We want to pass an object that is already in memory.,309
18554976,2012-11-25 02:01:49.377000+00:00,"Also, this will not cherry-pick A, but rather everything after A up to and including B.",309
3683845,2010-08-19 14:02:05.193000+00:00,"Strictly speaking the `Tree` class is not necessary, because every `Node` can in itself be seen as a tree.",309
9237350,2011-09-30 14:12:13.300000+00:00,Probably you should use `git submodule update --recursive` nowadays.,308
165477,2008-11-28 17:33:00.710000+00:00,"Good grief, I hadn't realized how many people were ignorant of this: if you are wrapping the input in the label tag, the ""for"" attribute is unnecessary. Feel free to see for yourself: http://www.w3.org/TR/html401/interact/forms.html#h-17.9.1",307
23089156,2013-04-22 22:07:44.197000+00:00,"I disagree. If you know the programmer's etymology of ""pop"" (it's the the operation that removes and returns the **top** of a 'stack' data structure), then `pop()` by itself is very obvious, while `pop(-1)` is potentially confusing precisely _because_ it's redundant.",307
1303908,2009-09-21 19:14:06.277000+00:00,Would any sensible person create a library with types whose unqualified name collide with the std types?,307
6890442,2011-05-11 23:27:27.710000+00:00,"@ghoppe: Worth noting that it differs from `.floor()` in that it actually just removes anything to the right of the decimal. This makes a difference when used against a negative number. Also, it will always return a number, and will never give you `NaN`. If it can't be converted to a number, you'll get `0`.",306
2186103,2010-02-09 17:08:02.270000+00:00,"So, for example, `boolean doesShorterNameExistThatEquallyConvaysTheBehaviorOfTheMethod(String s)` should be refactored to `boolean isTooLong(String s)`.",306
8890382,2011-09-09 19:30:08.437000+00:00,"In MVC3, this is `[AllowHtml]` on the model property.",306
8141656,2011-07-27 16:43:18.163000+00:00,I found the syntax hard to understand until I realized you can think of it exactly like nested for loops.  for sublist in l: for item in sublist: yield item,306
11383879,2012-01-30 19:26:15.733000+00:00,"the real reason is that within changeStuff, num, obj1, and obj2 are references.  When you change the `item` property of the object referenced by obj1, you are changing the value of the item property that was originally set to ""unchanged"".  When you assign obj2 a value of {item: ""changed""} you are changing the reference to a new object (which immediately goes out of scope when the function exits).  It becomes more apparent what's happening if you name the function params things like numf, obj1f, and obj2f. Then you see that the params were hiding the external var names.",305
382157,2009-02-20 18:10:51.587000+00:00,Wow even comics about .NET suck.,304
18199691,2012-11-12 01:55:47.417000+00:00,"I've always thought this terminology is needlessly confusing. A function can have multiple parameters which vary in their call-by-name vs call-by-value status. So it's not that a *function* is call-by-name or call-by-value, it's that each of its *parameters* may be **pass**-by-name or pass-by-value. Furthermore, ""call-by-name"" has nothing to do with **names**. `=> Int` is a different **type** from `Int`; it's ""function of no arguments that will generate an `Int`"" vs just `Int`. Once you've got first-class functions you don't **need** to invent call-by-name terminology to describe this.",303
40726604,2014-09-23 21:07:11.290000+00:00,"To be even more precise, you need a `__init__.py` file.",302
27386353,2013-09-04 06:12:13.600000+00:00,but then shouldn't it rather be `&2>&1`?,302
707742,2009-05-22 21:56:36.190000+00:00,"This is basically a poor man's sampling profiler, which is great, but you run the risk of a too-small sample size which will possibly give you entirely spurious results.",301
28841329,2013-10-18 13:38:00.670000+00:00,"Yes, your version does not explicitly close the file, that will then be delayed until the garbage collector runs or the program terminates. The 'with' statement usually encapsulates some setup/teardown open/close actions.",300
754901,2009-06-03 19:39:34.253000+00:00,...and also definitely not the same functionality.,299
4464229,2010-11-09 23:04:27.150000+00:00,"If you need to use an expression like `/\/word\:\w*$/`, be sure to escape your backslashes: `new RegExp( '\\/word\\:\\w*$' )`.",299
26047879,2013-07-24 20:21:14.803000+00:00,"So if you want to print ""{42}"", you'd use `""{{{0}}}"".format(42)` !",299
17405094,2012-10-12 13:26:43.193000+00:00,"Deprecated alone is reason enough to avoid them. They will not be there one day, and you will not be happy if you rely on them. The rest is just a list of things that using the old extensions has kept people from learning.",298
27632717,2013-09-11 17:34:40.100000+00:00,"For windows, single quotes around json did not work and I ended up escaping double quotes. 
`curl -X POST -H ""Content-Type: application/json"" -d ""{ \""key1\"": \""value1\"" }"" http://localhost:3000/api/method`",298
1663456,2009-11-22 03:05:50.623000+00:00,"** If anyone has reached this from Google (like I did), know that ""keyup"" instead of ""keypress"" works in Firefox, IE, and Chrome. ""keypress"" apparently only works in Firefox.",298
7282227,2011-06-05 21:02:08.487000+00:00,"This might happen if you have recently installed a shared library and didn't run ldconfig(8) afterwards. Do 'ldconfig', there's no harm in it.",298
37873850,2014-06-28 21:06:25.240000+00:00,I don't think most people would call this three-expression version more simple than what @Vishnu wrote. Only perhaps after years and years of C or Java indoctrination ;-),297
13539914,2012-05-07 08:13:42.167000+00:00,"`Math.random().toString(36).substr(2, 5)`, because `.substring(7)` causes it to be longer than 5 characters. Full points, still!",296
33647479,2014-03-04 11:05:59.340000+00:00,For the record ```sessionStorage``` ≠ ```localStorage```,296
12347458,2012-03-15 02:05:11.427000+00:00,So your answer is basically 'contact the manufacturer'. Not useful.,296
30571789,2013-12-08 22:45:27.133000+00:00,"Nope. This is not the right answer.
This is would still return 
""fatal: destination path '.' already exists and is not an empty directory.""",295
24941014,2013-06-20 14:57:58.793000+00:00,"Short and sweet: `File.write('filename', 'content')`",294
2143866,2010-02-03 19:25:42.777000+00:00,"PS: I've clicked the menu item over and over. I've plunged deep into the file structure in a quest to finally expunge the files that contain the last echoes of Jenine. They aren't there. When I ask about them, Flash just mumbles something incoherent and stares off into space. I think I can start to hear something over the mad hammering of my mouse button. Jenine is laughing.",294
693885,2009-05-20 09:15:25.173000+00:00,"This *does* jump to directly after the loop. Try it! Yes, the label comes before the loop, but that's because it's labeling the loop, rather than the place you want to exit to. (You can continue with a label too.)",294
10396091,2011-12-07 13:44:32.443000+00:00,"While a good read I don't find the answer that helpful. It reads like a dissertation on why `interface` is useless, missing the point of its use. It would have been easier to say that ruby is dynamically typed and that has a different focus in mind and make concepts like IOC unnecessary/unwanted. It is a hard shift if you are used to Design by Contract. Something Rails could benefit from, which the core team realized as you can see on latest versions.",293
4262261,2010-10-20 23:29:16.753000+00:00,"The lesson is, **always indent your code** (and indent it correctly).",293
37141619,2014-06-06 13:50:36.913000+00:00,"If it is safe and simple, why is there no go subcommand that does it?",292
21844578,2013-03-15 20:51:02.107000+00:00,another option: $('#xxx').prop('outerHTML'),292
12389872,2012-03-16 17:19:38.743000+00:00,"I would also comment that the naive approach to thread-safety in `Hashtable` (""synchronizing every method should take care of any concurrency problems!"") makes it very much *worse* for threaded applications. You're better off externally synchronizing a `HashMap` (and thinking about the consequences), or using a `ConcurrentMap` implementation (and exploiting its extended API for concurrency). Bottom line: the only reason to use `Hashtable` is when a legacy API (from ca. 1996) requires it.",291
26434769,2013-08-05 18:23:48.210000+00:00,"I like to add `set ignorecase` for case-insensitive searching in my vimrc, and I can use `\C` to do a case-sensitive search similar to what @AlokSinghal mentioned.",291
11152824,2012-01-18 18:39:21.657000+00:00,"It's worth mentioning two years after this question was asked that String.trim() was added natively in JavaScript 1.8.1 / ECMAScript 5, supported in: Firefox 3.5+, Chrome/Safari 5+, IE9+ (in Standards mode only!) see scunliffe's answer: http://stackoverflow.com/a/8522376/8432",291
913703,2009-07-08 16:12:22.803000+00:00,I'm convinced that there are use cases for having properties intentionally set to undefined.,290
23369232,2013-05-01 14:22:43.387000+00:00,"This, I think, answers this question a bit better http://stackoverflow.com/a/5201642/295797",290
12917583,2012-04-10 10:52:51.167000+00:00,You can keep adding levels of pointers until your brain explodes or the compiler melts - whichever happens soonest.,289
10474481,2011-12-12 01:58:56.550000+00:00,"For those saying ""it works for me"", the behavior of echo varies quite a bit between versions.  Some will even print the ""-e"" as part of their output.  If you want predictable behavior for anything nontrivial, use printf instead (as in @sth's answer).",289
29365241,2013-11-03 23:45:42.917000+00:00,It seems to me that declarative programming is nothing more than a layer of abstraction.,288
18590817,2012-11-26 16:04:39.767000+00:00,"I understand that the W3C specifies it this way, but what is the motivation behind it? I find it quite weird and inconsistent behavior, resulting in messy work-arounds which require adding trivial HTML-elements.",287
12634680,2012-03-28 07:28:34.307000+00:00,"To make a case insensitive search use ""if ([string rangeOfString:@""bla"" options:NSCaseInsensitiveSearch].location != NSNotFound)""",287
23166580,2013-04-24 20:42:36.403000+00:00,"+1. But the shortest version will be in ECMAScript 6: `[a, b] = [b, a];`.",287
315838,2009-02-01 09:08:41.067000+00:00,"Not even close to being comprehensive, but this is maybe the must-know set of Javascript scope tricks one needs to effectively even READ modern javascript.",286
1637753,2009-11-18 10:37:47.910000+00:00,"No, not 100%... Just 99,999999999999999999999999999999999999999999999999999999999999999999999999999% ;)",286
14183689,2012-06-04 14:30:30.007000+00:00,"'The solution is to ""pause"" the JavaScript execution to let the rendering threads catch up.' Not entirely true, what setTimeout does is add a new event to the browser event queue and the rendering engine is already in that queue (not entirely true, but close enough) so it gets executed before the setTimeout event.",286
2027605,2010-01-19 15:36:58.777000+00:00,that prefix does nothing but to mess up the readability ...,285
6316290,2011-04-05 16:10:30.183000+00:00,"@Kevin, in that case, you might want to use the answer below this one. `$('#list option:selected').text()`",285
1402397,2009-10-09 18:36:34.633000+00:00,"The confusion with tags and branches is that in svn there really is no distinction between them, besides the name of the directory. In svn you are able to commit changes to a tag, and in fact it is difficult to prevent this. Most other VCSes treat tags as immutable snapshots (points in time).",284
27241744,2013-08-30 02:57:18.147000+00:00,That's a hell of a source.,284
558845,2009-04-14 13:22:12.043000+00:00,"But how do you check that it was the a.property that caused AttributeError, and not something in doStuff()? It seems you don't. I think it is really easier to ask for forgiveness, but many times, it's also incorrect.",284
288946,2009-01-22 23:38:57.397000+00:00,"It's worth noting that while running a compiled script has a faster *startup* time (as it doesn't need to be compiled), it doesn't *run* any faster.",282
3700121,2010-08-20 22:25:37.687000+00:00,Why is this a better solution than simply calling `[self.view endEditing:YES]`?,281
